Method,Name,Error,Occurrences
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x214050da7b0>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x21404d5b4a0>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x21404de8560>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x214050dae10>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x21404d7ce60>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x214050f5490>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x214050dbad0>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x21404db59d0>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x214052309e0>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x21404db4d70>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x214050db470>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x21404d7f470>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x214050f6d50>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x21404d7d4c0>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x21404d5a8a0>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x21404db4110>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x214050da150>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x21404db6000>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x21404d5ae70>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x21404d5bb00>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x21404de8b90>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x21404db53a0>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x21404d7ee40>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x21404db7290>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x21404de91c0>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x214050f4e30>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x21404b0b0e0>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x21404de97f0>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x214050f6720>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x21404d7c800>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x214050f4170>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x21404d7c1a0>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x214050f7380>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x21404db6c60>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x21404db6630>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x21404db78c0>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x214050f7fe0>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x21404d7faa0>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x214050d9b20>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/cpu_fixed,CatchResponseError('Status code: 0'),1944
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x214050f5ac0>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x21404de9e20>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x21404db4740>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x214050f79b0>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x21404d7e7e0>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/cpu?n=15000000,CatchResponseError('Status code: 0'),1926
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x21405231010>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x214050f60f0>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ReadTimeoutError(""HTTPConnectionPool(host='localhost', port=5002): Read timed out."")",11
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x214050d9550>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x21404d7db20>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ReadTimeout(ReadTimeoutError(""HTTPConnectionPool(host='localhost', port=5002): Read timed out. (read timeout=2)""))",131
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x21404d7e180>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x21404db7ef0>, 'Connection to localhost timed out. (connect timeout=2)')",1
GET,/health,"ConnectTimeoutError(<HTTPConnection(host='localhost', port=5002) at 0x214050f47d0>, 'Connection to localhost timed out. (connect timeout=2)')",1
